,id_str,created_at,retweet_count,favorite_count,text
0,668963198209564673,Tue Nov 24 01:23:49 +0000 2015,5,0,RT @BlogsofWar: Two dead after US military helicopter crash in South Korea https://t.co/fWNYIApjcv
1,668963162734125056,Tue Nov 24 01:23:41 +0000 2015,2,0,"RT @HonorThem: Army Staff Sgt. Eddie E. Menyweather , 35, KIA 2003 #USArmy... https://t.co/WwRbINY5au"
2,668963058027466753,Tue Nov 24 01:23:16 +0000 2015,3,0,RT @RealFKNNews: WikiLeaks - TPP Treaty: Intellectual Property Rights Chapter - 5 October 2015 https://t.co/f6a0KJRZoQ https://t.co/n5w7lM7…
3,668963014058631168,Tue Nov 24 01:23:05 +0000 2015,3,0,"RT @MintPressNews: TOP STORY: Americans Want To #LegalizeIt As Pot Laws Grow More Permissive https://t.co/UzOUYSZ7yb
#MedicalMarijuana http…"
4,668962963341115393,Tue Nov 24 01:22:53 +0000 2015,17,0,RT @CBSEveningNews: “The threat for attack is imminent and fierce.” -Belgium’s PM. @Debora_Patta reports on 3rd day of Brussels lockdown ht…
5,668962884169441280,Tue Nov 24 01:22:34 +0000 2015,1,0,RT @therepublicnews: Show off your Hoosier pride at bicentennial https://t.co/8MZtJP8poq #ColumbusIN
6,668962863957045248,Tue Nov 24 01:22:30 +0000 2015,1,0,RT @therepublicnews: Weigh in on priorities for schools’ new leader https://t.co/LTDZ7GQPDQ #ColumbusIN
7,668962751730089984,Tue Nov 24 01:22:03 +0000 2015,1,0,RT @OccuWorld: South Korea stages major drill near sea border with North https://t.co/SkHfcCMdb8
8,668962726220312576,Tue Nov 24 01:21:57 +0000 2015,3,0,RT @Freedom_Daily: 15 GUNMEN INVADE TEXAS BORDER HOME: Shoot Mother and Child https://t.co/dWEP6XUOKK #tcot #pjnet https://t.co/k3AuuU17cf
9,668814766035587072,Mon Nov 23 15:34:00 +0000 2015,0,0,https://t.co/1PExWSOLjW
10,668814456252702720,Mon Nov 23 15:32:46 +0000 2015,17,0,RT @FranTownsend: #Russia resumes nuclear trade with #Iran as sanctions lifted @UANI
11,668814290477010944,Mon Nov 23 15:32:07 +0000 2015,1,0,RT @108thWing: I posted a new photo to Facebook https://t.co/loD1Pt9Qzz
12,668813905142161408,Mon Nov 23 15:30:35 +0000 2015,0,0,https://t.co/VeZfmxmVK8
13,668813736099127297,Mon Nov 23 15:29:55 +0000 2015,33,0,RT @NBCNews: Proposed Trans-Pecos Pipeline tears Texas in two https://t.co/tKQkHfAhRu https://t.co/c4WiKJ8gu3
14,668813613688336384,Mon Nov 23 15:29:26 +0000 2015,1,0,"RT @PTSantilli: Israel to step up 'security measures' in occupied West Bank after fresh stabbings, Prime Minister https://t.co/1lhaKOZe30 #…"
15,668813538589286400,Mon Nov 23 15:29:08 +0000 2015,3,0,RT @TrutherbotUFO: https://t.co/BDlWo8m1nq
